File_Name,Original_Width,Original_Height,Assigned_Label,Data_Split
12424.jpg,139,108,Cat,Train
12425.jpg,500,400,Cat,Train
12426.jpg,500,375,Cat,Train
12427.jpg,410,500,Cat,Train
12428.jpg,500,333,Cat,Train
12429.jpg,500,375,Cat,Train
1243.jpg,397,500,Cat,Train
12430.jpg,500,368,Cat,Train
12431.jpg,500,375,Cat,Train
12432.jpg,500,400,Cat,Train
12433.jpg,416,450,Cat,Train
12434.jpg,324,500,Cat,Train
12435.jpg,394,500,Cat,Train
12436.jpg,400,299,Cat,Validation
12437.jpg,268,270,Cat,Train
12438.jpg,495,421,Cat,Train
12439.jpg,500,332,Cat,Train
1244.jpg,409,306,Cat,Validation
12440.jpg,320,240,Cat,Train
12441.jpg,500,375,Cat,Validation
12442.jpg,500,379,Cat,Validation
12443.jpg,320,448,Cat,Train
12444.jpg,480,360,Cat,Train
12445.jpg,500,375,Cat,Train
12446.jpg,423,361,Cat,Train
12447.jpg,250,286,Cat,Train
12448.jpg,250,250,Cat,Train
12449.jpg,500,333,Cat,Train
1245.jpg,300,200,Cat,Train
12450.jpg,447,456,Cat,Validation
12451.jpg,500,375,Cat,Train
12452.jpg,324,361,Cat,Train
12453.jpg,500,333,Cat,Train
12454.jpg,412,500,Cat,Train
12455.jpg,384,500,Cat,Train
12456.jpg,500,375,Cat,Train
12457.jpg,185,186,Cat,Train
12458.jpg,434,500,Cat,Train
12459.jpg,455,500,Cat,Train
1246.jpg,360,270,Cat,Train
12460.jpg,333,500,Cat,Train
12461.jpg,350,352,Cat,Validation
12462.jpg,500,475,Cat,Train
12463.jpg,500,356,Cat,Train
12464.jpg,180,182,Cat,Train
12465.jpg,467,381,Cat,Train
12466.jpg,360,270,Cat,Train
12467.jpg,500,375,Cat,Train
12468.jpg,500,371,Cat,Validation
12469.jpg,500,375,Cat,Train
1247.jpg,500,375,Cat,Train
12470.jpg,500,375,Cat,Train
12471.jpg,252,189,Cat,Train
12472.jpg,191,240,Cat,Train
12473.jpg,499,500,Cat,Train
12474.jpg,274,300,Cat,Train
12475.jpg,500,375,Cat,Train
12476.jpg,500,375,Cat,Train
12477.jpg,432,407,Cat,Train
12478.jpg,500,375,Cat,Train
12479.jpg,310,216,Cat,Train
1248.jpg,500,289,Cat,Validation
12480.jpg,375,500,Cat,Train
12481.jpg,500,375,Cat,Validation
12482.jpg,180,240,Cat,Validation
12483.jpg,500,375,Cat,Train
12484.jpg,498,500,Cat,Train
12485.jpg,379,500,Cat,Train
12486.jpg,290,236,Cat,Train
12487.jpg,500,374,Cat,Train
12488.jpg,419,488,Cat,Validation
12489.jpg,500,375,Cat,Train
1249.jpg,500,375,Cat,Train
12490.jpg,353,309,Cat,Train
12491.jpg,313,500,Cat,Train
12492.jpg,480,471,Cat,Validation
12493.jpg,500,375,Cat,Train
12494.jpg,492,369,Cat,Train
12495.jpg,500,377,Cat,Train
12496.jpg,500,375,Cat,Train
12497.jpg,500,375,Cat,Train
12498.jpg,362,500,Cat,Validation
12499.jpg,408,419,Cat,Train
125.jpg,500,480,Cat,Train
1250.jpg,500,375,Cat,Train
1251.jpg,333,220,Cat,Train
1252.jpg,350,300,Cat,Validation
1253.jpg,500,418,Cat,Train
1254.jpg,500,375,Cat,Train
1255.jpg,500,319,Cat,Train
1256.jpg,500,375,Cat,Validation
1257.jpg,384,500,Cat,Train
1258.jpg,304,500,Cat,Train
1259.jpg,320,224,Cat,Validation
126.jpg,407,306,Cat,Train
1260.jpg,500,375,Cat,Validation
1261.jpg,500,435,Cat,Train
1262.jpg,450,337,Cat,Train
1263.jpg,360,270,Cat,Train
1264.jpg,347,500,Cat,Train
1265.jpg,500,333,Cat,Train
1266.jpg,400,320,Cat,Train
1267.jpg,150,113,Cat,Validation
1268.jpg,150,140,Cat,Train
1269.jpg,500,375,Cat,Train
127.jpg,360,270,Cat,Train
1270.jpg,500,427,Cat,Train
1271.jpg,451,500,Cat,Train
1272.jpg,320,240,Cat,Train
1273.jpg,500,414,Cat,Train
1274.jpg,401,500,Cat,Validation
1275.jpg,179,200,Cat,Train
1276.jpg,500,351,Cat,Validation
1277.jpg,500,375,Cat,Train
1278.jpg,500,333,Cat,Train
1279.jpg,416,500,Cat,Train
128.jpg,500,375,Cat,Train
1280.jpg,342,451,Cat,Train
1281.jpg,480,360,Cat,Train
1282.jpg,320,231,Cat,Train
1283.jpg,500,375,Cat,Train
1284.jpg,500,333,Cat,Validation
1285.jpg,500,375,Cat,Train
1286.jpg,455,500,Cat,Train
1287.jpg,480,359,Cat,Train
1288.jpg,288,384,Cat,Train
1289.jpg,500,375,Cat,Train
129.jpg,500,337,Cat,Train
1290.jpg,320,240,Cat,Train
1291.jpg,500,443,Cat,Validation
1292.jpg,500,375,Cat,Validation
1293.jpg,500,324,Cat,Train
1294.jpg,500,375,Cat,Train
1295.jpg,454,446,Cat,Validation
1296.jpg,350,371,Cat,Validation
1297.jpg,500,377,Cat,Train
1298.jpg,454,342,Cat,Validation
1299.jpg,320,292,Cat,Train
13.jpg,500,315,Cat,Validation
130.jpg,423,500,Cat,Train
1300.jpg,500,375,Cat,Train
1301.jpg,500,375,Cat,Train
1302.jpg,500,375,Cat,Train
1303.jpg,500,375,Cat,Train
1304.jpg,455,500,Cat,Train
1305.jpg,400,266,Cat,Validation
1306.jpg,500,375,Cat,Train
1307.jpg,500,375,Cat,Validation
1308.jpg,295,233,Cat,Train
1309.jpg,229,148,Cat,Train
131.jpg,500,375,Cat,Train
1310.jpg,216,216,Cat,Train
1311.jpg,500,500,Cat,Validation
1312.jpg,500,375,Cat,Train
1313.jpg,500,375,Cat,Train
1314.jpg,336,363,Cat,Train
1315.jpg,500,375,Cat,Train
1316.jpg,476,500,Cat,Validation
1317.jpg,361,449,Cat,Train
1318.jpg,500,363,Cat,Train
1319.jpg,500,375,Cat,Train
132.jpg,500,336,Cat,Train
1320.jpg,280,274,Cat,Train
1321.jpg,356,500,Cat,Validation
1322.jpg,500,375,Cat,Train
1323.jpg,440,500,Cat,Train
1324.jpg,245,371,Cat,Train
1325.jpg,288,216,Cat,Train
1326.jpg,319,398,Cat,Train
1327.jpg,303,274,Cat,Train
1328.jpg,500,448,Cat,Train
1329.jpg,380,475,Cat,Train
133.jpg,500,375,Cat,Train
1330.jpg,500,375,Cat,Train
1331.jpg,500,320,Cat,Train
1332.jpg,424,500,Cat,Train
1333.jpg,300,326,Cat,Train
1334.jpg,500,375,Cat,Train
1335.jpg,480,360,Cat,Train
1336.jpg,407,500,Cat,Train
1337.jpg,312,448,Cat,Validation
1338.jpg,500,375,Cat,Validation
1339.jpg,484,458,Cat,Train
134.jpg,500,375,Cat,Train
1340.jpg,324,291,Cat,Train
1341.jpg,190,300,Cat,Train
1342.jpg,350,331,Cat,Train
1343.jpg,250,200,Cat,Train
1344.jpg,288,197,Cat,Validation
1345.jpg,423,480,Cat,Train
1346.jpg,448,299,Cat,Train
1347.jpg,138,216,Cat,Train
1348.jpg,310,455,Cat,Train
1349.jpg,336,448,Cat,Train
135.jpg,480,458,Cat,Train
1350.jpg,272,249,Cat,Validation
1351.jpg,284,500,Cat,Validation
1352.jpg,320,240,Cat,Train
1353.jpg,500,451,Cat,Train
1354.jpg,411,432,Cat,Validation
1355.jpg,300,225,Cat,Train
1356.jpg,500,375,Cat,Train
1357.jpg,200,200,Cat,Validation
1358.jpg,500,375,Cat,Train
1359.jpg,500,333,Cat,Train
136.jpg,500,372,Cat,Train
1360.jpg,300,267,Cat,Train
1361.jpg,500,266,Cat,Train
1362.jpg,496,500,Cat,Validation
1363.jpg,500,374,Cat,Train
1364.jpg,500,375,Cat,Train
1365.jpg,278,300,Cat,Train
1366.jpg,360,500,Cat,Train
1367.jpg,480,360,Cat,Train
1368.jpg,180,187,Cat,Train
1369.jpg,150,167,Cat,Train
137.jpg,391,500,Cat,Train
1370.jpg,500,398,Cat,Train
1371.jpg,500,375,Cat,Train
1372.jpg,375,500,Cat,Train
1373.jpg,500,375,Cat,Train
1374.jpg,400,497,Cat,Train
1375.jpg,275,270,Cat,Train
1376.jpg,500,375,Cat,Train
1377.jpg,500,346,Cat,Validation
1378.jpg,179,194,Cat,Train
1379.jpg,500,375,Cat,Train
138.jpg,278,320,Cat,Validation
1380.jpg,500,375,Cat,Train
1381.jpg,355,404,Cat,Train
1382.jpg,500,375,Cat,Validation
1383.jpg,250,188,Cat,Train
1384.jpg,400,500,Cat,Train
1385.jpg,347,500,Cat,Train
1386.jpg,121,122,Cat,Train
1387.jpg,216,238,Cat,Train
1388.jpg,446,500,Cat,Train
1389.jpg,440,486,Cat,Train
139.jpg,500,303,Cat,Train
1390.jpg,375,500,Cat,Train
1391.jpg,450,355,Cat,Train
1392.jpg,183,291,Cat,Train
1393.jpg,360,270,Cat,Train
1394.jpg,350,430,Cat,Train
1395.jpg,328,350,Cat,Train
1396.jpg,441,474,Cat,Train
1397.jpg,500,375,Cat,Train
1398.jpg,394,500,Cat,Train
1399.jpg,448,336,Cat,Validation
14.jpg,320,268,Cat,Train
140.jpg,253,265,Cat,Train
1400.jpg,500,403,Cat,Train
1401.jpg,484,500,Cat,Train
1402.jpg,216,288,Cat,Train
1403.jpg,320,240,Cat,Train
1404.jpg,202,270,Cat,Train
1405.jpg,432,465,Cat,Validation
1406.jpg,350,262,Cat,Validation
1407.jpg,150,113,Cat,Train
1408.jpg,403,324,Cat,Validation
1409.jpg,320,240,Cat,Train
141.jpg,500,375,Cat,Train
1410.jpg,266,400,Cat,Train
1411.jpg,360,500,Cat,Train
1412.jpg,295,256,Cat,Validation
1413.jpg,464,366,Cat,Train
1414.jpg,500,375,Cat,Validation
1415.jpg,500,375,Cat,Train
1416.jpg,500,438,Cat,Train
1417.jpg,500,375,Cat,Train
1418.jpg,152,154,Cat,Train
1419.jpg,500,375,Cat,Train
142.jpg,369,499,Cat,Train
1420.jpg,500,451,Cat,Train
1421.jpg,500,375,Cat,Train
1422.jpg,427,495,Cat,Train
1423.jpg,90,59,Cat,Train
1424.jpg,500,375,Cat,Train
1425.jpg,500,375,Cat,Validation
1426.jpg,500,347,Cat,Train
1427.jpg,320,240,Cat,Train
1428.jpg,500,333,Cat,Train
1429.jpg,500,312,Cat,Train
143.jpg,375,500,Cat,Train
1430.jpg,320,400,Cat,Train
1431.jpg,500,375,Cat,Train
1432.jpg,500,359,Cat,Train
1433.jpg,413,500,Cat,Train
1434.jpg,150,114,Cat,Train
1435.jpg,180,134,Cat,Train
1436.jpg,400,232,Cat,Validation
1437.jpg,396,500,Cat,Train
1438.jpg,207,303,Cat,Train
1439.jpg,309,232,Cat,Train
144.jpg,500,375,Cat,Train
1440.jpg,320,240,Cat,Train
1441.jpg,500,295,Cat,Train
1442.jpg,400,348,Cat,Train
1443.jpg,466,500,Cat,Validation
1444.jpg,290,265,Cat,Validation
1445.jpg,449,500,Cat,Train
1446.jpg,425,480,Cat,Train
1447.jpg,436,500,Cat,Train
1448.jpg,375,500,Cat,Train
1449.jpg,375,500,Cat,Train
145.jpg,320,479,Cat,Train
1450.jpg,449,228,Cat,Validation
1451.jpg,336,427,Cat,Train
1452.jpg,500,332,Cat,Train
1453.jpg,320,240,Cat,Train
1454.jpg,500,395,Cat,Train
1455.jpg,500,376,Cat,Train
1456.jpg,500,375,Cat,Validation
1457.jpg,430,367,Cat,Validation
1458.jpg,364,500,Cat,Train
1459.jpg,216,327,Cat,Train
146.jpg,80,120,Cat,Train
1460.jpg,500,376,Cat,Train
1461.jpg,185,110,Cat,Train
1462.jpg,330,500,Cat,Train
1463.jpg,318,342,Cat,Train
1464.jpg,500,375,Cat,Train
1465.jpg,500,249,Cat,Train
1466.jpg,500,375,Cat,Train
1467.jpg,500,375,Cat,Validation
1468.jpg,424,336,Cat,Train
1469.jpg,500,375,Cat,Train
147.jpg,400,300,Cat,Train
1470.jpg,500,375,Cat,Train
1471.jpg,500,379,Cat,Validation
1472.jpg,500,497,Cat,Train
1473.jpg,375,500,Cat,Train
1474.jpg,334,500,Cat,Train
1475.jpg,500,332,Cat,Train
1476.jpg,480,430,Cat,Validation
1477.jpg,500,421,Cat,Validation
1478.jpg,500,375,Cat,Train
1479.jpg,500,334,Cat,Validation
148.jpg,320,240,Cat,Validation
1480.jpg,500,375,Cat,Train
1481.jpg,500,374,Cat,Validation
1482.jpg,500,375,Cat,Train
1483.jpg,480,360,Cat,Train
1484.jpg,300,212,Cat,Train
1485.jpg,500,375,Cat,Train
1486.jpg,307,230,Cat,Train
1487.jpg,500,332,Cat,Train
1488.jpg,307,404,Cat,Train
1489.jpg,500,375,Cat,Train
149.jpg,470,500,Cat,Train
1490.jpg,500,375,Cat,Train
1491.jpg,437,336,Cat,Validation
1492.jpg,383,350,Cat,Train
1493.jpg,313,500,Cat,Validation
1494.jpg,500,375,Cat,Train
1495.jpg,500,329,Cat,Train
1496.jpg,300,227,Cat,Train
1497.jpg,470,351,Cat,Train
1498.jpg,500,375,Cat,Validation
1499.jpg,500,375,Cat,Train
15.jpg,406,353,Cat,Validation
150.jpg,500,375,Cat,Train
1500.jpg,491,500,Cat,Train
1501.jpg,350,280,Cat,Train
1502.jpg,400,480,Cat,Train
1503.jpg,500,375,Cat,Validation
1504.jpg,387,500,Cat,Validation
1505.jpg,200,255,Cat,Train
1506.jpg,500,375,Cat,Train
1507.jpg,144,124,Cat,Train
1508.jpg,500,376,Cat,Train
1509.jpg,378,334,Cat,Train
151.jpg,500,375,Cat,Train
1510.jpg,264,200,Cat,Train
1511.jpg,500,375,Cat,Validation
1512.jpg,500,496,Cat,Train
1513.jpg,237,291,Cat,Train
1514.jpg,354,262,Cat,Train
1515.jpg,500,408,Cat,Train
1516.jpg,465,382,Cat,Train
1517.jpg,200,150,Cat,Train
1518.jpg,375,500,Cat,Train
1519.jpg,375,500,Cat,Train
152.jpg,500,352,Cat,Train
1520.jpg,500,375,Cat,Train
1521.jpg,500,430,Cat,Train
1522.jpg,500,375,Cat,Validation
1523.jpg,500,375,Cat,Validation
1524.jpg,500,375,Cat,Train
1525.jpg,500,375,Cat,Train
1526.jpg,500,375,Cat,Train
1527.jpg,500,413,Cat,Train
1528.jpg,500,474,Cat,Train
1529.jpg,300,225,Cat,Train
153.jpg,500,252,Cat,Train
1530.jpg,340,227,Cat,Train
1531.jpg,500,375,Cat,Train
1532.jpg,500,375,Cat,Train
1533.jpg,138,250,Cat,Validation
1534.jpg,300,240,Cat,Train
1535.jpg,500,375,Cat,Train
1536.jpg,500,375,Cat,Train
1537.jpg,240,160,Cat,Validation
1538.jpg,500,319,Cat,Train
1539.jpg,280,210,Cat,Train
154.jpg,154,291,Cat,Train
1540.jpg,500,375,Cat,Validation
1541.jpg,198,297,Cat,Validation
1542.jpg,500,361,Cat,Train
1543.jpg,400,300,Cat,Train
1544.jpg,375,500,Cat,Validation
1545.jpg,320,240,Cat,Train
1546.jpg,285,431,Cat,Train
1547.jpg,240,180,Cat,Train
1548.jpg,500,375,Cat,Validation
1549.jpg,140,197,Cat,Train
155.jpg,282,500,Cat,Train
1550.jpg,500,334,Cat,Train
1551.jpg,232,448,Cat,Validation
1552.jpg,375,500,Cat,Validation
1553.jpg,500,420,Cat,Train
1554.jpg,350,256,Cat,Validation
1555.jpg,200,150,Cat,Train
1556.jpg,340,260,Cat,Train
1557.jpg,500,375,Cat,Train
1558.jpg,500,332,Cat,Train
1559.jpg,350,225,Cat,Validation
156.jpg,500,375,Cat,Train
1560.jpg,288,201,Cat,Validation
1561.jpg,500,375,Cat,Train
1562.jpg,500,375,Cat,Train
1563.jpg,500,375,Cat,Train
1564.jpg,400,284,Cat,Train
1565.jpg,288,237,Cat,Validation
1566.jpg,500,375,Cat,Validation
1567.jpg,200,177,Cat,Train
1568.jpg,500,375,Cat,Train
1569.jpg,500,375,Cat,Validation
157.jpg,250,250,Cat,Train
1570.jpg,185,117,Cat,Train
1571.jpg,500,375,Cat,Validation
1572.jpg,396,297,Cat,Train
1573.jpg,500,375,Cat,Validation
1574.jpg,364,360,Cat,Validation
1575.jpg,500,375,Cat,Train
1576.jpg,239,231,Cat,Validation
1577.jpg,341,500,Cat,Train
1578.jpg,500,375,Cat,Train
1579.jpg,369,277,Cat,Train
158.jpg,478,500,Cat,Train
1580.jpg,350,262,Cat,Train
1581.jpg,320,240,Cat,Train
1582.jpg,500,437,Cat,Validation
1583.jpg,376,336,Cat,Validation
1584.jpg,283,270,Cat,Validation
1585.jpg,500,375,Cat,Validation
1586.jpg,250,325,Cat,Train
1587.jpg,468,312,Cat,Train
1588.jpg,256,256,Cat,Train
1589.jpg,500,375,Cat,Train
159.jpg,500,445,Cat,Validation
1590.jpg,360,240,Cat,Train
1591.jpg,500,467,Cat,Train
1592.jpg,500,375,Cat,Train
1593.jpg,332,500,Cat,Train
1594.jpg,250,250,Cat,Validation
1595.jpg,473,500,Cat,Train
1596.jpg,500,375,Cat,Train
1597.jpg,432,233,Cat,Validation
1598.jpg,427,384,Cat,Train
1599.jpg,500,375,Cat,Validation
16.jpg,448,259,Cat,Train
160.jpg,500,375,Cat,Train
1600.jpg,291,384,Cat,Train
1601.jpg,500,375,Cat,Validation
1602.jpg,235,253,Cat,Train
1603.jpg,500,332,Cat,Train
1604.jpg,500,375,Cat,Validation
1605.jpg,412,380,Cat,Train
1606.jpg,500,375,Cat,Validation
1607.jpg,350,262,Cat,Train
1608.jpg,446,334,Cat,Train
1609.jpg,500,333,Cat,Train
161.jpg,459,500,Cat,Train
1610.jpg,200,300,Cat,Train
1611.jpg,448,338,Cat,Train
1612.jpg,467,500,Cat,Validation
1613.jpg,336,448,Cat,Train
1614.jpg,150,200,Cat,Validation
1615.jpg,362,361,Cat,Train
1616.jpg,375,500,Cat,Train
1617.jpg,500,375,Cat,Train
1618.jpg,500,333,Cat,Train
1619.jpg,500,375,Cat,Train
162.jpg,400,342,Cat,Train
1620.jpg,500,375,Cat,Train
1621.jpg,500,333,Cat,Train
1622.jpg,500,375,Cat,Train
1623.jpg,500,375,Cat,Train
1624.jpg,500,375,Cat,Train
1625.jpg,418,500,Cat,Train
1626.jpg,348,500,Cat,Train
1627.jpg,500,375,Cat,Train
1628.jpg,313,415,Cat,Validation
1629.jpg,480,500,Cat,Validation
163.jpg,500,375,Cat,Train
1630.jpg,500,375,Cat,Train
1631.jpg,100,75,Cat,Train
1632.jpg,330,380,Cat,Train
1633.jpg,268,223,Cat,Train
1634.jpg,500,377,Cat,Train
1635.jpg,357,500,Cat,Train
1636.jpg,368,416,Cat,Train
1637.jpg,500,375,Cat,Train
1638.jpg,500,375,Cat,Train
1639.jpg,351,326,Cat,Train
164.jpg,500,375,Cat,Validation
1640.jpg,500,380,Cat,Train
1641.jpg,399,500,Cat,Train
1642.jpg,400,500,Cat,Train
1643.jpg,500,375,Cat,Train
1644.jpg,400,300,Cat,Validation
1645.jpg,400,234,Cat,Train
1646.jpg,500,345,Cat,Train
1647.jpg,500,375,Cat,Train
1648.jpg,217,160,Cat,Validation
1649.jpg,440,309,Cat,Validation
165.jpg,350,232,Cat,Train
1650.jpg,500,375,Cat,Train
1651.jpg,350,418,Cat,Train
1652.jpg,500,375,Cat,Validation
1653.jpg,235,400,Cat,Train
1654.jpg,375,500,Cat,Train
1655.jpg,352,420,Cat,Train
1656.jpg,268,270,Cat,Train
1657.jpg,497,325,Cat,Train
1658.jpg,318,399,Cat,Train
1659.jpg,500,357,Cat,Train
166.jpg,324,400,Cat,Train
1660.jpg,250,200,Cat,Validation
1661.jpg,500,427,Cat,Validation
1662.jpg,462,500,Cat,Train
1663.jpg,375,500,Cat,Train
1664.jpg,350,454,Cat,Train
1665.jpg,276,500,Cat,Train
1666.jpg,481,500,Cat,Validation
1667.jpg,350,262,Cat,Train
1668.jpg,448,292,Cat,Train
1669.jpg,500,293,Cat,Train
167.jpg,500,417,Cat,Train
1670.jpg,500,375,Cat,Train
1671.jpg,500,375,Cat,Train
1672.jpg,500,394,Cat,Train
1673.jpg,412,500,Cat,Train
1674.jpg,230,205,Cat,Validation
1675.jpg,492,500,Cat,Train
1676.jpg,500,375,Cat,Train
1677.jpg,236,299,Cat,Train
1678.jpg,300,229,Cat,Validation
1679.jpg,500,409,Cat,Train
168.jpg,250,252,Cat,Train
1680.jpg,247,500,Cat,Train
1681.jpg,216,187,Cat,Train
1682.jpg,375,500,Cat,Train
1683.jpg,370,402,Cat,Train
1684.jpg,500,408,Cat,Train
1685.jpg,328,337,Cat,Train
1686.jpg,500,374,Cat,Train
1687.jpg,500,375,Cat,Train
1688.jpg,500,375,Cat,Train
1689.jpg,500,470,Cat,Train
169.jpg,500,375,Cat,Train
1690.jpg,500,375,Cat,Train
1691.jpg,209,220,Cat,Train
1692.jpg,500,375,Cat,Validation
1693.jpg,500,299,Cat,Train
1694.jpg,307,230,Cat,Train
1695.jpg,350,475,Cat,Train
1696.jpg,300,225,Cat,Train
1697.jpg,266,197,Cat,Train
1698.jpg,500,375,Cat,Train
1699.jpg,195,288,Cat,Train
17.jpg,500,375,Cat,Validation
170.jpg,322,500,Cat,Train
1700.jpg,324,334,Cat,Train
1701.jpg,374,500,Cat,Train
1702.jpg,500,375,Cat,Train
1703.jpg,500,365,Cat,Train
1704.jpg,207,239,Cat,Train
1705.jpg,367,478,Cat,Train
1706.jpg,400,300,Cat,Train
1707.jpg,381,480,Cat,Train
1708.jpg,322,448,Cat,Train
1709.jpg,500,375,Cat,Train
171.jpg,313,280,Cat,Train
1710.jpg,279,319,Cat,Train
1711.jpg,329,315,Cat,Train
1712.jpg,320,240,Cat,Train
1713.jpg,500,375,Cat,Validation
1714.jpg,165,200,Cat,Train
1715.jpg,500,375,Cat,Train
1716.jpg,375,500,Cat,Validation
1717.jpg,350,262,Cat,Train
1718.jpg,267,270,Cat,Validation
1719.jpg,500,334,Cat,Train
172.jpg,240,157,Cat,Train
1720.jpg,473,500,Cat,Validation
1721.jpg,250,302,Cat,Validation
1722.jpg,313,322,Cat,Train
1723.jpg,216,500,Cat,Train
1724.jpg,380,393,Cat,Train
1725.jpg,400,400,Cat,Train
1726.jpg,100,110,Cat,Train
1727.jpg,240,240,Cat,Train
1728.jpg,500,375,Cat,Train
1729.jpg,480,360,Cat,Validation
173.jpg,494,500,Cat,Train
1730.jpg,375,500,Cat,Train
1731.jpg,240,259,Cat,Validation
1732.jpg,500,375,Cat,Train
1733.jpg,386,500,Cat,Train
1734.jpg,333,311,Cat,Train
1735.jpg,240,200,Cat,Train
1736.jpg,230,448,Cat,Train
1737.jpg,250,234,Cat,Validation
1738.jpg,300,375,Cat,Train
1739.jpg,343,226,Cat,Train
174.jpg,500,430,Cat,Train
1740.jpg,500,375,Cat,Validation
1741.jpg,320,240,Cat,Train
1742.jpg,350,262,Cat,Validation
1743.jpg,500,375,Cat,Train
1744.jpg,500,414,Cat,Validation
1745.jpg,500,376,Cat,Train
1746.jpg,320,240,Cat,Train
1747.jpg,375,500,Cat,Train
1748.jpg,500,276,Cat,Train
1749.jpg,420,500,Cat,Validation
175.jpg,300,227,Cat,Train
1750.jpg,391,317,Cat,Train
1751.jpg,483,500,Cat,Train
1752.jpg,500,375,Cat,Validation
1753.jpg,243,162,Cat,Train
1754.jpg,448,318,Cat,Train
1755.jpg,400,299,Cat,Validation
1756.jpg,333,500,Cat,Train
1757.jpg,220,165,Cat,Train
1758.jpg,500,280,Cat,Train
1759.jpg,500,375,Cat,Train
176.jpg,320,364,Cat,Validation
1760.jpg,287,287,Cat,Validation
1761.jpg,500,375,Cat,Train
1762.jpg,304,199,Cat,Validation
1763.jpg,500,375,Cat,Train
1764.jpg,376,360,Cat,Train
1765.jpg,500,375,Cat,Train
1766.jpg,500,351,Cat,Validation
1767.jpg,476,499,Cat,Train
1768.jpg,500,375,Cat,Train
1769.jpg,500,373,Cat,Train
177.jpg,500,351,Cat,Validation
1770.jpg,500,416,Cat,Train
1771.jpg,190,190,Cat,Train
1772.jpg,500,378,Cat,Train
1773.jpg,500,375,Cat,Validation
1774.jpg,389,500,Cat,Train
1775.jpg,500,421,Cat,Validation
1776.jpg,500,436,Cat,Train
1777.jpg,375,500,Cat,Train
1778.jpg,375,500,Cat,Validation
1779.jpg,350,297,Cat,Train
178.jpg,460,347,Cat,Validation
1780.jpg,500,373,Cat,Train
1781.jpg,500,377,Cat,Train
1782.jpg,500,333,Cat,Train
1783.jpg,375,500,Cat,Train
1784.jpg,500,375,Cat,Train
1785.jpg,475,500,Cat,Train
1786.jpg,278,270,Cat,Train
1787.jpg,240,180,Cat,Train
1788.jpg,500,376,Cat,Train
1789.jpg,186,133,Cat,Train
179.jpg,500,382,Cat,Train
1790.jpg,500,375,Cat,Train
1791.jpg,375,500,Cat,Train
1792.jpg,500,375,Cat,Train
1793.jpg,500,375,Cat,Train
1794.jpg,500,375,Cat,Train
1795.jpg,500,371,Cat,Train
1796.jpg,500,375,Cat,Train
1797.jpg,500,375,Cat,Validation
1798.jpg,415,480,Cat,Train
1799.jpg,229,383,Cat,Train
18.jpg,500,375,Cat,Train
180.jpg,349,500,Cat,Train
1800.jpg,460,360,Cat,Train
1801.jpg,500,375,Cat,Train
1802.jpg,500,375,Cat,Train
1803.jpg,500,375,Cat,Train
1804.jpg,200,150,Cat,Validation
1805.jpg,500,375,Cat,Train
1806.jpg,291,302,Cat,Train
1807.jpg,500,374,Cat,Train
1808.jpg,396,297,Cat,Train
1809.jpg,350,262,Cat,Train
181.jpg,206,300,Cat,Train
1810.jpg,375,500,Cat,Train
1811.jpg,500,473,Cat,Validation
1812.jpg,486,329,Cat,Train
1813.jpg,500,375,Cat,Train
1814.jpg,257,249,Cat,Train
1815.jpg,300,300,Cat,Train
1816.jpg,500,373,Cat,Train
1817.jpg,285,500,Cat,Train
1818.jpg,500,444,Cat,Validation
1819.jpg,499,500,Cat,Train
182.jpg,500,374,Cat,Validation
1820.jpg,373,500,Cat,Validation
1821.jpg,300,300,Cat,Train
1822.jpg,500,375,Cat,Train
1823.jpg,168,200,Cat,Train
1824.jpg,320,240,Cat,Train
1825.jpg,350,380,Cat,Train
1826.jpg,500,375,Cat,Train
1827.jpg,240,224,Cat,Train
1828.jpg,400,300,Cat,Train
1829.jpg,166,254,Cat,Train
183.jpg,105,90,Cat,Train
1830.jpg,500,333,Cat,Train
1831.jpg,300,225,Cat,Validation
1832.jpg,448,500,Cat,Train
1833.jpg,450,500,Cat,Train
1834.jpg,300,225,Cat,Validation
1835.jpg,320,240,Cat,Validation
1836.jpg,451,338,Cat,Validation
1837.jpg,350,423,Cat,Train
1838.jpg,289,500,Cat,Train
1839.jpg,485,500,Cat,Train
184.jpg,500,475,Cat,Train
1840.jpg,90,112,Cat,Train
1841.jpg,500,236,Cat,Train
1842.jpg,500,332,Cat,Validation
1843.jpg,500,383,Cat,Train
1844.jpg,500,350,Cat,Train
1845.jpg,500,375,Cat,Train
1846.jpg,500,375,Cat,Validation
1847.jpg,500,500,Cat,Train
1848.jpg,300,352,Cat,Train
1849.jpg,500,408,Cat,Train
185.jpg,500,438,Cat,Train
1850.jpg,500,453,Cat,Train
1851.jpg,301,393,Cat,Train
1852.jpg,500,303,Cat,Train
1853.jpg,384,472,Cat,Train
1854.jpg,200,198,Cat,Train
1855.jpg,410,394,Cat,Train
1856.jpg,350,233,Cat,Validation
1857.jpg,500,375,Cat,Train
1858.jpg,288,315,Cat,Validation
1859.jpg,100,119,Cat,Train
186.jpg,300,231,Cat,Train
1860.jpg,500,375,Cat,Train
1861.jpg,500,263,Cat,Train
1862.jpg,500,375,Cat,Train
1863.jpg,249,200,Cat,Validation
1864.jpg,478,426,Cat,Train
1865.jpg,350,277,Cat,Validation
1866.jpg,180,167,Cat,Train
1867.jpg,500,375,Cat,Train
1868.jpg,500,333,Cat,Train
1869.jpg,250,222,Cat,Train
